Locus_name)	Germplasm_name	phenotype	pubmed_id
AT5G46180	oat3	This mutant has about 1/10 of the ornithine aminotransferase activity detected in wild type plants, but it has no other obvious phenotypic defects when grown under greenhouse conditions. In response to salt-stress, the mutant appears to produce wild-type levels of proline. However, unlike wild type seedlings, mutant seedlings cannot survive when arginine or ornithine is provided as the sole nitrogen source, implicating this enzyme in arginine catabolism.	18419821
AT5G46210	GABI_600H03	reduced growth and aberrant leaf development.	16792691
AT5G46290	SAIL_503_E03	Mutant kasI plants have multiple morphological defects, including chlorotic (in netted patches) and curly leaves, reduced fertility, and semidwarfism. There are only one to five enlarged chloroplasts in the mesophyll cells of chlorotic sectors of young kasI rosette leaves, indicating suppressed chloroplast division under KASI deficiency. KASI deficiency results in a significant change in the polar lipid composition, disrupted embryo development before the globular stage and dramatically reduces FA levels (~33.6% of the wild type) in seeds.	21081696
AT5G46330	fls2-17	Mutant seedlings treated with 10&#956;M flg22 peptide (strong growth inhibitor) display shoot and root growth similar to that of wildtype Ler.	10911994
AT5G46330	fls2-17	The mutant exhibits a significant flg22-induced reduction in bacterial growth, indicating that the gene is most probably not required for flg22-induced bacterial resistance.	15085136
AT5G46330	fls2-17	Whereas wildtype plants pre-treated with flg22 displayed a decrease in <i>Pseudomonas syringae</i> pv. <i>tomato</i> DC3000 bacterial growth, the baterial grew at the same rate in the mutant whether it was pre-treated or not.	15085136
AT5G46330	fls2-24	Mutant seedlings treated with 10&#956;M flg22 peptide (strong growth inhibitor) display shoot and root growth similar to that of wildtype Ler.	10911994
AT5G46330	fls2_SAIL	The flg22 peptide failed to induce the closure of stomata in epidermal peels of the mutant.	16959575
AT5G46330	fls2_SALK	Live <i>E. coli</i> O157:H7 bacteria were able to induce stomatal closure in mutant epidermal peels.	16959575
AT5G46700	stm-1 trn2-23010	30 from a total of 40 seedlings (75%) developed at least one leaf 8 days after germination and all double mutant progeny developed leaves by day 20. In 19 stm-1 trn2-23010 double mutant seedlings, leaves initiated from the base of the cotyledons, which were always fused due to lack of early STM activity. In the remaining 21 double mutant progeny single leaves or side shoots arose laterally, from the outside of the fused base of the petioles instead of being initiated from the shoot apex and thus resembled stm-1 mutant side shoots which are initiated after a long delay.	17351828
AT5G46700	stm-1 trn2-23010	The double mutant progeny does not develop flowers.	17351828
AT5G46700	stm-5 trn2-23010	About 51% of stm-5 trn2-23010 double mutant seedlings produced leaves by 8 days after germination, compared to only 3% in the stm-5 single mutant. In contrast to combination with stm-1, leaves of stm-5 trn2-23010 double mutants never initiated from outside the base of the cotyledon petioles but emerged internally to the cotyledons where the SAM normally resides in wild type.
	17351828

AT5G46700	stm-5 trn2-23010	The double mutant progeny does not develop flowers.	17351828
AT5G46700	trn1-2 trn2-4	No obvious phenotype different from those of trn1-2 or trn2-4 was observed in double mutant.	16531491
AT5G46700	trn2-2	Enlarged apical dome, altered in shape  and often protruding (the mutant meristem therefore contains over 40% more cells.)	17351828
AT5G46700	trn2-2	Phenotypic differences from wild type development first became evident with the emergence of the first true leaves. All leaves were severely twisted and irregularly shaped and many lacked large parts of the leaf lamina. This twisting phenotype was not restricted to the vegetative phase but involved cauline leaves, the inflorescence stem and all floral whorls.
	17351828

AT5G46700	trn2-2	The architecture of mutant flowers was distorted and was accompanied by reduced numbers of floral organs in the outer 3 whorls. This effect was least pronounced in the whorl of sepals (3.2 as against 4 in wild type) but the number of petals was reduced to 2.4 (4 in wild type) and on average, mutant flowers had only 3.5 stamens compared to 6 in wild type. In contrast, all mutant flowers contained 2 carpels such as in wild type but in 52% of mutant flowers, both carpels remained unfused and ovules were exposed.
	17351828

AT5G46700	trn2-2	Unfused carpels did not form siliques later during development. In contrast, the remaining flowers with fused carpels developed siliques which were twisted and failed to fully elongate.  However, these siliques produced no fertile seeds and reciprocal crosses with wild type plants revealed nonfunctionality of both male and female reproductive organs.	17351828
AT5G46700	trn2-23010 clv3-2	trn2-23010 clv3-2 double mutant flowers also exhibited an additive phenotype not observed in single clv3-2 or trn2-23010 plants: double mutant flowers had reduced organ numbers in sepal, petal and stamen whorls, reminiscent of trn2-23010 single mutant flowers and in contrast to clv3-2 single mutant flowers, there was no increase in the number of stamens. However, in the fourth whorl, where trn2 loss-of-function interferes with the fusion of two carpels to the single style, double mutant flowers were comprised of multiple carpels, most of them fused (73%) as typically found in the clv3-2 mutation. Supernumerary stem cells in clv3-2 mutant floral meristems therefore not only led to the initiation of multiple carpels in the trn2 background but also favoured their fusion to a single style which remained severely twisted. In addition to a style consisting of multiple carpels, over-proliferating callus-type tissue was observed at the tip of the style in all flowers.
	17351828

AT5G46700	trn2-23010 wus-1	Whereas carpels were completely absent in wus-1 flowers and only 1.6 stamens (compared to 6 in wild type) developed in the third floral whorl, all trn2-23010 wus-1 flowers developed 2 carpels, which in contrast to trn2-23010 single mutants were seldom open (33%) and more usually fused. Consistent with the increased number of stamens (4.2 on average) in the third floral whorl, the trn2 mutation may compensate for a premature consumption of stem cells in wus-1 flowers. In contrast, the number of sepals and petals in the outer perianth whorls in trn2-23010 wus-1 was closer in number to that of the trn2 mutant rather than to wus-1 single mutant flowers.
	17351828

AT5G46830	atnig1-1	atnig1-1 plants show reduced survival rate, fresh weight,  chlorophyll content, and protein content under salt stress.
	16962584

AT5G46860	SALK_075924	The morphology of mutant plants was similar and to some extend weaker than ssm plants. Ectopic occurrence of myrosin cells is found in the leaves (increased number of myrosin cells). Mutant plants accumulated abnormally abundant levels of TGG1 and TGG2, both enzymatically active proteins.	16306062
AT5G46860	sgr3-1	Inflorescence stems of mutant plants showed delayed and reduced gravitropic response in horizontal gravistimulation experiments. Ethyolated hypocotyls and roots showed normal positive gravitropism. Lateral branches grew nearly horizontally, however, no other morphological defects were detected in mutant plants. Growth rate of inflorescence stems was slightly reduced, but the overal size of the mutant plants were the same as wild type.	8819871
AT5G46860	ssm	Semi-dwarf and wavy leaf phenotype, due to the elongation of the stem internodes and leaves. Initially, mutant seedlings were indistinguishable from wild-type under continuous light conditions, but as they grow the mutant plants develop short rosette leaves with severely wavy leaf blades. Mutant plants begin flowering several days later than wild-type plants during the reproductive stages of growth. They also display more rosette leaves than wild-type plants and show reduced growth of the inflorescence stems. The height of the mature ssm plants measures approximately one-quarter of that of the wild type. In contrast to these distinct phenotypes, however, the morphology of the flower organs and the fertility levels are unaffected in ssm plants. Histological analyses revealed that the length of the epidermal cells in the inflorescence stems of ssm plants was shorter that wild type but that the ssm mutation has little or no effect on the lengths of the pith parenchyma cells. Furthermore, the length of the parenchyma cells around the midribs of the rosette leaf petioles is clearly reduced in ssm mutants, whereas the mesophyll cell size in the rosette leaf blades is unaffected.	15937323
AT5G46860	vamp727-het/syp22-1	Embryo lethal.Mutant embryos look normal.	18984676
AT5G46860	vamp727/syp22-1	Double mutant enhances the effect of SYP22 single mutant. Increased leaf serration and dwarfism.	18984676
AT5G46880	hdg5-1	No visible phenotype.	16778018
AT5G47010	lba1	reduced sugar-induced expression of beta-Amylase and shows pleiotropic phenotypes such as early flowering; short day-sensitive growth; and seed germination that is hypersensitive to glucose and abscisic acid and resistant to mannose	16740149
AT5G47100	cbl1 cbl9	growth of the cbl1  cbl9 double mutant was significantly more inhibited than the  growth of wild-type roots under low-K+ conditions. Double mutants lost  water significantly more slowly than the ecotype hybrid  plants. Hypersensitive to ABA treatmnet.
	17922773

AT5G47100	cbl9	hypersensitive to ABA in the early  developmental stages, including seed germination and post-germination seedling growth. In addition, seed germination in  the mutant also showed increased sensitivity to inhibition by osmotic stress conditions produced by high concentrations of  salt and mannitol. Further analyses indicated that increased stress sensitivity in the mutant may be a result of both ABA  hypersensitivity and increased accumulation of ABA under the stress conditions.
	15208400

AT5G47120	atbi1-1	Accelerated progression of cell death upon infiltration of leaf with a PCD-inducing fungal toxin FB1 and increased sensitivity to heat-shock-induced cell death.	16507080
AT5G47120	atbi1-2	Accelerated progression of cell death upon infiltration of leaf with a PCD-inducing fungal toxin FB1 and increased sensitivity to heat-shock-induced cell death.	16507080
AT5G47120	atbi1-2	Increased sensitivity to tunicamycin an inhibitor of N-linked glycosylation and inducer of ER stress. After treatment mutant seedlings display growth defects and chlorophyll loss. Mutant roots show increased levels of H2O2 and induction of programmed cell death.	18039663
AT5G47435	DKO (SALK_062946C Garlic_169F06)	smaller and paler plants. delayed flowering.  shriveled nonviable seeds carrying colorless embryos. delayed embryo development. embryos were arrested typically at the heart to torpedo stages.     The leaves of the double knock-out plants had a 70-fold increase in glycine level and a 6-fold increase in 5-formayl THF level.
	18628352

AT5G47560	AttDT::tDNA1-1	No observable phenotype. The mutant has less malate and fumarate in the vacuole. The mutant showed stronger inhibition of oxygen evolution at low pH values.	15728336
AT5G47750	d6pkl2-2/d6plk1-1/d6pk-1	Quadruple mutant displays defects in many aspects of development. Defects include:abnormal leaves, leaves are narrow and twisted; reduced number of axillary shoots and reduced fertility. In addition, mutants also display single or fused cotyldons, reduced number of lateral roots and are mildy agravitropic.	19168677
AT5G47750	d6pkl3-2/d6pkl2-2/d6plk1-1/d6pk-1	Quadruple mutant displays defects in many aspects of development. Defects include:abnormal leaves, leaves are narrow and twisted; reduced number of axillary shoots and reduced fertility. In addition, mutants also display single or fused cotyldons, reduced number of lateral roots and are mildy agravitropic.	19168677
AT5G47910	atrbohD	DAB staining (H2O2 visualization) greatly reduced compared to wild-type.	11756663
